nama_channel,judul_video,author,komentar,casefolding,stripping,normalisasi,tokenizing,stopword_removal,stemming,no_repeated,token_list,final_tokens
Mia Oktavia Chandra,COBAIN MAKANAN YANG SELIWERAN DI FYP AKU AKHIR2 INI,@rahmahfauziyah74,Sayur oyong❤,sayur oyong❤,sayur oyong❤,sayur oyong❤,"['sayur', 'oyong']","['sayur', 'oyong']","['sayur', 'oyong']","['sayur', 'oyong']","['sayur', 'oyong']","['sayur', 'oyong']"
Mia Oktavia Chandra,COBAIN MAKANAN YANG SELIWERAN DI FYP AKU AKHIR2 INI,@widarohmah6714,Adakah yang sama kaya aku yang ngga suka sayur oyong 🙂,adakah yang sama kaya aku yang ngga suka sayur oyong 🙂,adakah yang sama kaya aku yang ngga suka sayur oyong 🙂,adakah yang sama seperti aku yang tidak suka sayur oyong 🙂,"['adakah', 'yang', 'sama', 'seperti', 'aku', 'yang', 'tidak', 'suka', 'sayur', 'oyong']","['adakah', 'suka', 'sayur', 'oyong']","['ada', 'suka', 'sayur', 'oyong']","['ada', 'suka', 'sayur', 'oyong']","['ada', 'suka', 'sayur', 'oyong']","['suka', 'sayur', 'oyong']"
Mia Oktavia Chandra,COBAIN MAKANAN YANG SELIWERAN DI FYP AKU AKHIR2 INI,@nofentiyulia5280,"Udh lama juga, gk makan sayur oyong 😅😂 sayuran kesukaan ku juga 😊","udh lama juga, gk makan sayur oyong 😅😂 sayuran kesukaan ku juga 😊","udh lama juga, gk makan sayur oyong 😅😂 sayuran kesukaan ku juga 😊","sudah lama juga, gk makan sayur oyong 😅😂 sayuran kesukaan ku juga 😊","['sudah', 'lama', 'juga', 'gk', 'makan', 'sayur', 'oyong', 'sayuran', 'kesukaan', 'ku', 'juga']","['gk', 'makan', 'sayur', 'oyong', 'sayuran', 'kesukaan', 'ku']","['gk', 'makan', 'sayur', 'oyong', 'sayur', 'suka', 'ku']","['gk', 'makan', 'sayur', 'oyong', 'sayur', 'suka', 'ku']","['gk', 'makan', 'sayur', 'oyong', 'sayur', 'suka', 'ku']","['makan', 'sayur', 'oyong', 'sayur', 'suka']"
Mia Oktavia Chandra,COBAIN MAKANAN YANG SELIWERAN DI FYP AKU AKHIR2 INI,@sastranslate,Kak Mia udah pernah cobain keripik mie gulung belum?,kak mia udah pernah cobain keripik mie gulung belum?,kak mia udah pernah cobain keripik mie gulung belum?,kak mia sudah pernah cobain keripik mie gulung belum?,"['kak', 'mia', 'sudah', 'pernah', 'cobain', 'keripik', 'mie', 'gulung', 'belum']","['kak', 'mia', 'cobain', 'keripik', 'mie', 'gulung']","['kak', 'mia', 'cobain', 'keripik', 'mie', 'gulung']","['kak', 'mia', 'cobain', 'keripik', 'mie', 'gulung']","['kak', 'mia', 'cobain', 'keripik', 'mie', 'gulung']","['cobain', 'keripik', 'gulung']"
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@ukkymega7747,Tutorr pliss makan sembarang an tpii GK gemukk,tutorr pliss makan sembarang an tpii gk gemukk,tutorr pliss makan sembarang an tpii gk gemukk,tutorr tolong makan sembarang an tpii gk gemukk,"['tutorr', 'tolong', 'makan', 'sembarang', 'an', 'tpii', 'gk', 'gemukk']","['tutorr', 'tolong', 'makan', 'sembarang', 'an', 'tpii', 'gk', 'gemukk']","['tutorr', 'tolong', 'makan', 'sembarang', 'an', 'tpii', 'gk', 'gemukk']","['tutor', 'tolong', 'makan', 'sembarang', 'an', 'tpi', 'gk', 'gemuk']","['tutor', 'tolong', 'makan', 'sembarang', 'an', 'tpi', 'gk', 'gemuk']","['tutor', 'tolong', 'makan', 'sembarang', 'gemuk']"
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@cindynathanael2929,Ngiler liat kakak makan apa aja ❤,ngiler liat kakak makan apa aja ❤,ngiler liat kakak makan apa aja ❤,ngiler liat kakak makan apa saja ❤,"['ngiler', 'liat', 'kakak', 'makan', 'apa', 'saja']","['ngiler', 'liat', 'kakak', 'makan']","['ngiler', 'liat', 'kakak', 'makan']","['ngiler', 'liat', 'kakak', 'makan']","['ngiler', 'liat', 'kakak', 'makan']","['ngiler', 'liat', 'kakak', 'makan']"
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@adindaadinda7091,"Cobain donat tempura kak, lagi virall juga tuh di tiktok","cobain donat tempura kak, lagi virall juga tuh di tiktok","cobain donat tempura kak, lagi virall juga tuh di tiktok","cobain donat tempura kak, lagi virall juga tuh di tiktok","['cobain', 'donat', 'tempura', 'kak', 'lagi', 'virall', 'juga', 'tuh', 'di', 'tiktok']","['cobain', 'donat', 'tempura', 'kak', 'virall', 'tuh', 'tiktok']","['cobain', 'donat', 'tempura', 'kak', 'virall', 'tuh', 'tiktok']","['cobain', 'donat', 'tempura', 'kak', 'viral', 'tuh', 'tiktok']","['cobain', 'donat', 'tempura', 'kak', 'viral', 'tuh', 'tiktok']","['cobain', 'donat', 'tempura', 'viral', 'tiktok']"
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@azizahnur9194,Makan bakso ama mi itu natrium nya berapaa ya sehari. Apa ga keliyengan ya?,makan bakso ama mi itu natrium nya berapaa ya sehari. apa ga keliyengan ya?,makan bakso ama mi itu natrium nya berapaa ya sehari. apa ga keliyengan ya?,makan bakso sama mi itu natrium nya berapaa ya sehari. apa tidak keliyengan ya?,"['makan', 'bakso', 'sama', 'mi', 'itu', 'natrium', 'nya', 'berapaa', 'ya', 'sehari', 'apa', 'tidak', 'keliyengan', 'ya']","['makan', 'bakso', 'mi', 'natrium', 'nya', 'berapaa', 'ya', 'sehari', 'keliyengan', 'ya']","['makan', 'bakso', 'mi', 'natrium', 'nya', 'berapaa', 'ya', 'hari', 'keliyengan', 'ya']","['makan', 'bakso', 'mi', 'natrium', 'nya', 'berapa', 'ya', 'hari', 'keliyengan', 'ya']","['makan', 'bakso', 'mi', 'natrium', 'nya', 'berapa', 'ya', 'hari', 'keliyengan', 'ya']","['makan', 'bakso', 'natrium', 'berapa', 'hari', 'keliyengan']"
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@thejulininechannel,Ke 4 🎉,ke 4 🎉,ke 4 🎉,ke 4 🎉,"['ke', '4']",['4'],['4'],['4'],['4'],[]
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@ZAHRA_PRIMADONA_SCHOOL,1jam lalu pin dong kk,1jam lalu pin dong kk,1jam lalu pin dong kk,1jam lalu pin nan kk,"['1jam', 'lalu', 'pin', 'nan', 'kk']","['1jam', 'pin', 'nan', 'kk']","['1jam', 'pin', 'nan', 'kk']","['1jam', 'pin', 'nan', 'k']","['1jam', 'pin', 'nan', 'k']",['1jam']
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@adzkiyanurfauzi8920,Kakkkkk,kakkkkk,kakkkkk,kakkkkk,['kakkkkk'],['kakkkkk'],['kakkkkk'],['kak'],['kak'],[]
Mia Oktavia Chandra,SEHARIAN COBAIN MAKANAN YANG SELIWERAN DI TIKTOK,@serlitakrismawati2138,"Seperti biasa,kak Mia bikin laper aja 😭💗","seperti biasa,kak mia bikin laper aja 😭💗","seperti biasa,kak mia bikin laper aja 😭💗","seperti biasa,kak mia bikin laper saja 😭💗","['seperti', 'biasa', 'kak', 'mia', 'bikin', 'laper', 'saja']","['kak', 'mia', 'bikin', 'laper']","['kak', 'mia', 'bikin', 'laper']","['kak', 'mia', 'bikin', 'laper']","['kak', 'mia', 'bikin', 'laper']","['bikin', 'laper']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@citranurholisah,klo chitato sama nasi itu hack aku waktu di pondok kalo lagi bokek,klo chitato sama nasi itu hack aku waktu di pondok kalo lagi bokek,klo chitato sama nasi itu hack aku waktu di pondok kalo lagi bokek,kalau chitato sama nasi itu hack aku waktu di pondok kalau lagi bokek,"['kalau', 'chitato', 'sama', 'nasi', 'itu', 'hack', 'aku', 'waktu', 'di', 'pondok', 'kalau', 'lagi', 'bokek']","['chitato', 'nasi', 'hack', 'pondok', 'bokek']","['chitato', 'nasi', 'hack', 'pondok', 'bokek']","['chitato', 'nasi', 'hack', 'pondok', 'bokek']","['chitato', 'nasi', 'hack', 'pondok', 'bokek']","['chitato', 'nasi', 'hack', 'pondok', 'bokek']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@fatimah2889,Ka cobain kopi goday warna merah dikasi air kisaran 100 ml sisanya pake susu ultra full cream,ka cobain kopi goday warna merah dikasi air kisaran 100 ml sisanya pake susu ultra full cream,ka cobain kopi goday warna merah dikasi air kisaran 100 ml sisanya pake susu ultra full cream,ka cobain kopi goday warna merah dikasi air kisaran 100 ml sisanya pake susu ultra full cream,"['ka', 'cobain', 'kopi', 'goday', 'warna', 'merah', 'dikasi', 'air', 'kisaran', '100', 'ml', 'sisanya', 'pake', 'susu', 'ultra', 'full', 'cream']","['ka', 'cobain', 'kopi', 'goday', 'warna', 'merah', 'dikasi', 'air', 'kisaran', '100', 'ml', 'sisanya', 'pake', 'susu', 'ultra', 'full', 'cream']","['ka', 'cobain', 'kopi', 'goday', 'warna', 'merah', 'kasi', 'air', 'kisar', '100', 'ml', 'sisa', 'pake', 'susu', 'ultra', 'full', 'cream']","['ka', 'cobain', 'kopi', 'goday', 'warna', 'merah', 'kasi', 'air', 'kisar', '10', 'ml', 'sisa', 'pake', 'susu', 'ultra', 'ful', 'cream']","['ka', 'cobain', 'kopi', 'goday', 'warna', 'merah', 'kasi', 'air', 'kisar', '10', 'ml', 'sisa', 'pake', 'susu', 'ultra', 'ful', 'cream']","['cobain', 'kopi', 'goday', 'warna', 'merah', 'kasi', 'kisar', 'sisa', 'pake', 'susu', 'ultra', 'cream']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@farrahsyahida,aku suka banget mixue btw kakak cantik banget,aku suka banget mixue btw kakak cantik banget,aku suka banget mixue btw kakak cantik banget,aku suka banget mixue ngomong-ngomong kakak cantik banget,"['aku', 'suka', 'banget', 'mixue', 'ngomong', 'ngomong', 'kakak', 'cantik', 'banget']","['suka', 'banget', 'mixue', 'ngomong', 'ngomong', 'kakak', 'cantik', 'banget']","['suka', 'banget', 'mixue', 'ngomong', 'ngomong', 'kakak', 'cantik', 'banget']","['suka', 'banget', 'mixue', 'ngomong', 'ngomong', 'kakak', 'cantik', 'banget']","['suka', 'banget', 'mixue', 'ngomong', 'ngomong', 'kakak', 'cantik', 'banget']","['suka', 'banget', 'mixue', 'ngomong', 'ngomong', 'kakak', 'cantik', 'banget']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@jaeasmine,bubur mi gorengg comfort food ak waktu kecil 🥺,bubur mi gorengg comfort food ak waktu kecil 🥺,bubur mi gorengg comfort food ak waktu kecil 🥺,bubur mi gorengg comfort food ak waktu kecil 🥺,"['bubur', 'mi', 'gorengg', 'comfort', 'food', 'ak', 'waktu', 'kecil']","['bubur', 'mi', 'gorengg', 'comfort', 'food', 'ak']","['bubur', 'mi', 'gorengg', 'comfort', 'food', 'ak']","['bubur', 'mi', 'goreng', 'comfort', 'fod', 'ak']","['bubur', 'mi', 'goreng', 'comfort', 'fod', 'ak']","['bubur', 'goreng', 'comfort']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Olivia-h5x8n,Ka Kaka mirip mamahnya ritsuki,ka kaka mirip mamahnya ritsuki,ka kaka mirip mamahnya ritsuki,ka kaka mirip mamahnya ritsuki,"['ka', 'kaka', 'mirip', 'mamahnya', 'ritsuki']","['ka', 'kaka', 'mamahnya', 'ritsuki']","['ka', 'kaka', 'mamah', 'ritsuki']","['ka', 'kaka', 'mamah', 'ritsuki']","['ka', 'kaka', 'mamah', 'ritsuki']","['kaka', 'mamah', 'ritsuki']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Iluvsakuraflower,"Hack terakhir itu udah ada dr tahun 90an..😅😅 bukan hal baru..Chitato + nasi, taro + nasi, chiki + nasi.. Emang deh tahun 90an itu banyak hal keren..Kecuali pemerintahannya yaa 😅😅😅","hack terakhir itu udah ada dr tahun 90an..😅😅 bukan hal baru..chitato + nasi, taro + nasi, chiki + nasi.. emang deh tahun 90an itu banyak hal keren..kecuali pemerintahannya yaa 😅😅😅","hack terakhir itu udah ada dr tahun 90an..😅😅 bukan hal baru..chitato + nasi, taro + nasi, chiki + nasi.. emang deh tahun 90an itu banyak hal keren..kecuali pemerintahannya yaa 😅😅😅","hack terakhir itu sudah ada dari tahun 90an..😅😅 bukan hal baru..chitato + nasi, taro + nasi, chiki + nasi.. emang nan tahun 90an itu banyak hal keren..kecuali pemerintahannya yaa 😅😅😅","['hack', 'terakhir', 'itu', 'sudah', 'ada', 'dari', 'tahun', '90an', 'bukan', 'hal', 'baru', 'chitato', 'nasi', 'taro', 'nasi', 'chiki', 'nasi', 'emang', 'nan', 'tahun', '90an', 'itu', 'banyak', 'hal', 'keren', 'kecuali', 'pemerintahannya', 'yaa']","['hack', '90an', 'chitato', 'nasi', 'taro', 'nasi', 'chiki', 'nasi', 'emang', 'nan', '90an', 'keren', 'kecuali', 'pemerintahannya', 'yaa']","['hack', '90an', 'chitato', 'nasi', 'taro', 'nasi', 'chiki', 'nasi', 'emang', 'nan', '90an', 'keren', 'kecuali', 'perintah', 'yaa']","['hack', '90an', 'chitato', 'nasi', 'taro', 'nasi', 'chiki', 'nasi', 'emang', 'nan', '90an', 'keren', 'kecuali', 'perintah', 'ya']","['hack', '90an', 'chitato', 'nasi', 'taro', 'nasi', 'chiki', 'nasi', 'emang', 'nan', '90an', 'keren', 'kecuali', 'perintah', 'ya']","['hack', '90an', 'chitato', 'nasi', 'taro', 'nasi', 'chiki', 'nasi', 'emang', '90an', 'keren', 'kecuali', 'perintah']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@carinefarensia780,"snack poppy + nasi enak kak, boleh dicoba","snack poppy + nasi enak kak, boleh dicoba","snack poppy + nasi enak kak, boleh dicoba","snack poppy + nasi enak kak, boleh dicoba","['snack', 'poppy', 'nasi', 'enak', 'kak', 'boleh', 'dicoba']","['snack', 'poppy', 'nasi', 'enak', 'kak', 'dicoba']","['snack', 'poppy', 'nasi', 'enak', 'kak', 'coba']","['snack', 'popy', 'nasi', 'enak', 'kak', 'coba']","['snack', 'popy', 'nasi', 'enak', 'kak', 'coba']","['snack', 'popy', 'nasi', 'enak', 'coba']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@TaryTyo,Kak cobain bulduck pakai keju,kak cobain bulduck pakai keju,kak cobain bulduck pakai keju,kak cobain bulduck pakai keju,"['kak', 'cobain', 'bulduck', 'pakai', 'keju']","['kak', 'cobain', 'bulduck', 'pakai', 'keju']","['kak', 'cobain', 'bulduck', 'pakai', 'keju']","['kak', 'cobain', 'bulduck', 'pakai', 'keju']","['kak', 'cobain', 'bulduck', 'pakai', 'keju']","['cobain', 'bulduck', 'pakai', 'keju']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@mhmmdndr-m1y,coba kak masak telor pake tevlon,coba kak masak telor pake tevlon,coba kak masak telor pake tevlon,coba kak masak telor pake tevlon,"['coba', 'kak', 'masak', 'telor', 'pake', 'tevlon']","['coba', 'kak', 'masak', 'telor', 'pake', 'tevlon']","['coba', 'kak', 'masak', 'telor', 'pake', 'tevlon']","['coba', 'kak', 'masak', 'telor', 'pake', 'tevlon']","['coba', 'kak', 'masak', 'telor', 'pake', 'tevlon']","['coba', 'masak', 'telor', 'pake', 'tevlon']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Eni-e3i4g,es krim campur minyak,es krim campur minyak,es krim campur minyak,es krim campur minyak,"['es', 'krim', 'campur', 'minyak']","['es', 'krim', 'campur', 'minyak']","['es', 'krim', 'campur', 'minyak']","['es', 'krim', 'campur', 'minyak']","['es', 'krim', 'campur', 'minyak']","['krim', 'campur', 'minyak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@GwyneiraGunn-y1c,Nasi chitato mah makananku waktu tanggal tua,nasi chitato mah makananku waktu tanggal tua,nasi chitato mah makananku waktu tanggal tua,nasi chitato mah makananku waktu tanggal tua,"['nasi', 'chitato', 'mah', 'makananku', 'waktu', 'tanggal', 'tua']","['nasi', 'chitato', 'mah', 'makananku', 'tanggal', 'tua']","['nasi', 'chitato', 'mah', 'makan', 'tanggal', 'tua']","['nasi', 'chitato', 'mah', 'makan', 'tangal', 'tua']","['nasi', 'chitato', 'mah', 'makan', 'tangal', 'tua']","['nasi', 'chitato', 'makan', 'tangal']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@jsmn.inejeong,Kak coba mie kari kuahnya dibikin kentel + makaroni yang pedes gituu,kak coba mie kari kuahnya dibikin kentel + makaroni yang pedes gituu,kak coba mie kari kuahnya dibikin kentel + makaroni yang pedes gituu,kak coba mie kari kuahnya dibikin kentel + makaroni yang pedes gituu,"['kak', 'coba', 'mie', 'kari', 'kuahnya', 'dibikin', 'kentel', 'makaroni', 'yang', 'pedes', 'gituu']","['kak', 'coba', 'mie', 'kari', 'kuahnya', 'dibikin', 'kentel', 'makaroni', 'pedes', 'gituu']","['kak', 'coba', 'mie', 'kari', 'kuah', 'bikin', 'kentel', 'makaroni', 'pedes', 'gituu']","['kak', 'coba', 'mie', 'kari', 'kuah', 'bikin', 'kentel', 'makaroni', 'pedes', 'gitu']","['kak', 'coba', 'mie', 'kari', 'kuah', 'bikin', 'kentel', 'makaroni', 'pedes', 'gitu']","['coba', 'kari', 'kuah', 'bikin', 'kentel', 'makaroni', 'pedes', 'gitu']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@nuraliahsangga,KAK AKU NGIDAM MIXUE :((((((((,kak aku ngidam mixue :((((((((,kak aku ngidam mixue :((((((((,kak aku ngidam mixue :((((((((,"['kak', 'aku', 'ngidam', 'mixue']","['kak', 'ngidam', 'mixue']","['kak', 'ngidam', 'mixue']","['kak', 'ngidam', 'mixue']","['kak', 'ngidam', 'mixue']","['ngidam', 'mixue']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@appple_bites,Tahu bulat + dimasukin nasi kk,tahu bulat + dimasukin nasi kk,tahu bulat + dimasukin nasi kk,tahu bulat + dimasukin nasi kk,"['tahu', 'bulat', 'dimasukin', 'nasi', 'kk']","['bulat', 'dimasukin', 'nasi', 'kk']","['bulat', 'dimasukin', 'nasi', 'kk']","['bulat', 'dimasukin', 'nasi', 'k']","['bulat', 'dimasukin', 'nasi', 'k']","['bulat', 'dimasukin', 'nasi']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@prisillia-z1f,"Mantull banget nih baru tadi coba di 𝘽𝘼𝙉𝘿𝘼𝙍388,gak sampe 5 menit dapat scatter langsung auto naik ,.,","mantull banget nih baru tadi coba di 𝘽𝘼𝙉𝘿𝘼𝙍388,gak sampe 5 menit dapat scatter langsung auto naik ,.,","mantull banget nih baru tadi coba di 𝘽𝘼𝙉𝘿𝘼𝙍388,gak sampe 5 menit dapat scatter langsung auto naik ,.,","mantull banget nan baru tadi coba di 𝘽𝘼𝙉𝘿𝘼𝙍388,gak sampe 5 menit dapat scatter langsung auto naik ,.,","['mantull', 'banget', 'nan', 'baru', 'tadi', 'coba', 'di', '388', 'gak', 'sampe', '5', 'menit', 'dapat', 'scatter', 'langsung', 'auto', 'naik']","['mantull', 'banget', 'nan', 'coba', '388', 'gak', 'sampe', '5', 'menit', 'scatter', 'langsung', 'auto']","['mantull', 'banget', 'nan', 'coba', '388', 'gak', 'sampe', '5', 'menit', 'scatter', 'langsung', 'auto']","['mantul', 'banget', 'nan', 'coba', '38', 'gak', 'sampe', '5', 'menit', 'scater', 'langsung', 'auto']","['mantul', 'banget', 'nan', 'coba', '38', 'gak', 'sampe', '5', 'menit', 'scater', 'langsung', 'auto']","['mantul', 'banget', 'coba', 'sampe', 'menit', 'scater', 'langsung', 'auto']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@siskaamelia-e7s,"Nggak bohong, 𝘽𝘼𝙉𝘿𝘼𝙍388 emang bikin kaya mendadak Gak berhenti Caerr 😎💸🔥","nggak bohong, 𝘽𝘼𝙉𝘿𝘼𝙍388 emang bikin kaya mendadak gak berhenti caerr 😎💸🔥","nggak bohong, 𝘽𝘼𝙉𝘿𝘼𝙍388 emang bikin kaya mendadak gak berhenti caerr 😎💸🔥","tidak bohong, 𝘽𝘼𝙉𝘿𝘼𝙍388 emang bikin seperti mendadak tidak berhenti caerr 😎💸🔥","['tidak', 'bohong', '388', 'emang', 'bikin', 'seperti', 'mendadak', 'tidak', 'berhenti', 'caerr']","['bohong', '388', 'emang', 'bikin', 'mendadak', 'berhenti', 'caerr']","['bohong', '388', 'emang', 'bikin', 'dadak', 'henti', 'caerr']","['bohong', '38', 'emang', 'bikin', 'dadak', 'henti', 'caer']","['bohong', '38', 'emang', 'bikin', 'dadak', 'henti', 'caer']","['bohong', 'emang', 'bikin', 'dadak', 'henti', 'caer']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@anariskasepia,Dapet Jepei gede banget 💥🎰 𝘽𝘼𝙉𝘿𝘼𝙍388 emang gokil,dapet jepei gede banget 💥🎰 𝘽𝘼𝙉𝘿𝘼𝙍388 emang gokil,dapet jepei gede banget 💥🎰 𝘽𝘼𝙉𝘿𝘼𝙍388 emang gokil,dapet jepei gede banget 💥🎰 𝘽𝘼𝙉𝘿𝘼𝙍388 emang gokil,"['dapet', 'jepei', 'gede', 'banget', '388', 'emang', 'gokil']","['dapet', 'jepei', 'gede', 'banget', '388', 'emang', 'gokil']","['dapet', 'jepei', 'gede', 'banget', '388', 'emang', 'gokil']","['dapet', 'jepei', 'gede', 'banget', '38', 'emang', 'gokil']","['dapet', 'jepei', 'gede', 'banget', '38', 'emang', 'gokil']","['dapet', 'jepei', 'gede', 'banget', 'emang', 'gokil']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Fella_yt,Bubur+mie goreng sama chitatos pake nasi emg seenak itu woyy😂,bubur+mie goreng sama chitatos pake nasi emg seenak itu woyy😂,bubur+mie goreng sama chitatos pake nasi emg seenak itu woyy😂,bubur+mie goreng sama chitatos pake nasi emg seenak itu woyy😂,"['bubur', 'mie', 'goreng', 'sama', 'chitatos', 'pake', 'nasi', 'emg', 'seenak', 'itu', 'woyy']","['bubur', 'mie', 'goreng', 'chitatos', 'pake', 'nasi', 'emg', 'seenak', 'woyy']","['bubur', 'mie', 'goreng', 'chitatos', 'pake', 'nasi', 'emg', 'enak', 'woyy']","['bubur', 'mie', 'goreng', 'chitatos', 'pake', 'nasi', 'emg', 'enak', 'woy']","['bubur', 'mie', 'goreng', 'chitatos', 'pake', 'nasi', 'emg', 'enak', 'woy']","['bubur', 'goreng', 'chitatos', 'pake', 'nasi', 'enak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@saraswatijamali5663,Gw nasi+chitato dimakan pas sahur🙂,gw nasi+chitato dimakan pas sahur🙂,gw nasi+chitato dimakan pas sahur🙂,gw nasi+chitato dimakan pas sahur🙂,"['gw', 'nasi', 'chitato', 'dimakan', 'pas', 'sahur']","['gw', 'nasi', 'chitato', 'dimakan', 'pas', 'sahur']","['gw', 'nasi', 'chitato', 'makan', 'pas', 'sahur']","['gw', 'nasi', 'chitato', 'makan', 'pas', 'sahur']","['gw', 'nasi', 'chitato', 'makan', 'pas', 'sahur']","['nasi', 'chitato', 'makan', 'sahur']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@araaraaa31,cmn d indo keknya snack d mkn pke nasii🥰🗿,cmn d indo keknya snack d mkn pke nasii🥰🗿,cmn d indo keknya snack d mkn pke nasii🥰🗿,cmn d indo keknya snack d mkn pke nasii🥰🗿,"['cmn', 'd', 'indo', 'keknya', 'snack', 'd', 'mkn', 'pke', 'nasii']","['cmn', 'd', 'indo', 'keknya', 'snack', 'd', 'mkn', 'pke', 'nasii']","['cmn', 'd', 'indo', 'kek', 'snack', 'd', 'mkn', 'pke', 'nasi']","['cmn', 'd', 'indo', 'kek', 'snack', 'd', 'mkn', 'pke', 'nasi']","['cmn', 'd', 'indo', 'kek', 'snack', 'd', 'mkn', 'pke', 'nasi']","['indo', 'snack', 'nasi']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Kinnn279,chitato sama yogurt plain enak,chitato sama yogurt plain enak,chitato sama yogurt plain enak,chitato sama yogurt plain enak,"['chitato', 'sama', 'yogurt', 'plain', 'enak']","['chitato', 'yogurt', 'plain', 'enak']","['chitato', 'yogurt', 'plain', 'enak']","['chitato', 'yogurt', 'plain', 'enak']","['chitato', 'yogurt', 'plain', 'enak']","['chitato', 'yogurt', 'plain', 'enak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@kittokaboo,mayo tambah aida makan pake nasi,mayo tambah aida makan pake nasi,mayo tambah aida makan pake nasi,mayo tambah aida makan pake nasi,"['mayo', 'tambah', 'aida', 'makan', 'pake', 'nasi']","['mayo', 'aida', 'makan', 'pake', 'nasi']","['mayo', 'aida', 'makan', 'pake', 'nasi']","['mayo', 'aida', 'makan', 'pake', 'nasi']","['mayo', 'aida', 'makan', 'pake', 'nasi']","['mayo', 'aida', 'makan', 'pake', 'nasi']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@SriUtarsih-n5b,"Aku makan bubur pake saus tomat, enak bangett bjir","aku makan bubur pake saus tomat, enak bangett bjir","aku makan bubur pake saus tomat, enak bangett bjir","aku makan bubur pake saus tomat, enak bangett bjir","['aku', 'makan', 'bubur', 'pake', 'saus', 'tomat', 'enak', 'bangett', 'bjir']","['makan', 'bubur', 'pake', 'saus', 'tomat', 'enak', 'bangett', 'bjir']","['makan', 'bubur', 'pake', 'saus', 'tomat', 'enak', 'bangett', 'bjir']","['makan', 'bubur', 'pake', 'saus', 'tomat', 'enak', 'banget', 'bjir']","['makan', 'bubur', 'pake', 'saus', 'tomat', 'enak', 'banget', 'bjir']","['makan', 'bubur', 'pake', 'saus', 'tomat', 'enak', 'banget', 'bjir']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@SetiaNengsih-wp9pp,🤩,🤩,🤩,🤩,[],[],[],[],[],[]
