nama_channel,judul_video,author,komentar,casefolding,stripping,normalisasi,tokenizing,stopword_removal,stemming,no_repeated,token_list,final_tokens
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@ronasyatv6607,Kk cobain wafer tango vanilla celup milo hangat creamy bgt lho kk,kk cobain wafer tango vanilla celup milo hangat creamy bgt lho kk,kk cobain wafer tango vanilla celup milo hangat creamy bgt lho kk,kk cobain wafer tango vanilla celup milo hangat creamy banget lho kk,"['kk', 'cobain', 'wafer', 'tango', 'vanilla', 'celup', 'milo', 'hangat', 'creamy', 'banget', 'lho', 'kk']","['kk', 'cobain', 'wafer', 'tango', 'vanilla', 'celup', 'milo', 'hangat', 'creamy', 'banget', 'lho', 'kk']","['kk', 'cobain', 'wafer', 'tango', 'vanilla', 'celup', 'milo', 'hangat', 'creamy', 'banget', 'lho', 'kk']","['k', 'cobain', 'wafer', 'tango', 'vanila', 'celup', 'milo', 'hangat', 'creamy', 'banget', 'lho', 'k']","['k', 'cobain', 'wafer', 'tango', 'vanila', 'celup', 'milo', 'hangat', 'creamy', 'banget', 'lho', 'k']","['cobain', 'wafer', 'tango', 'vanila', 'celup', 'milo', 'hangat', 'creamy', 'banget']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@RezaAmari-x4i,yang kedua sama yang ketiga enak sih tapi yang pertama gak berani coba gua,yang kedua sama yang ketiga enak sih tapi yang pertama gak berani coba gua,yang kedua sama yang ketiga enak sih tapi yang pertama gak berani coba gua,yang kedua sama yang ketiga enak nan tapi yang pertama tidak berani coba saya,"['yang', 'kedua', 'sama', 'yang', 'ketiga', 'enak', 'nan', 'tapi', 'yang', 'pertama', 'tidak', 'berani', 'coba', 'saya']","['ketiga', 'enak', 'nan', 'berani', 'coba']","['tiga', 'enak', 'nan', 'berani', 'coba']","['tiga', 'enak', 'nan', 'berani', 'coba']","['tiga', 'enak', 'nan', 'berani', 'coba']","['tiga', 'enak', 'berani', 'coba']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@yuliaanggraeni3036,"Kaya makan nasgor pake mie ,duh too much syekali😅","kaya makan nasgor pake mie ,duh too much syekali😅","kaya makan nasgor pake mie ,duh too much syekali😅","seperti makan nasgor pake mie ,duh too much syekali😅","['seperti', 'makan', 'nasgor', 'pake', 'mie', 'duh', 'too', 'much', 'syekali']","['makan', 'nasgor', 'pake', 'mie', 'duh', 'too', 'much', 'syekali']","['makan', 'nasgor', 'pake', 'mie', 'duh', 'too', 'much', 'syekali']","['makan', 'nasgor', 'pake', 'mie', 'duh', 'to', 'much', 'syekali']","['makan', 'nasgor', 'pake', 'mie', 'duh', 'to', 'much', 'syekali']","['makan', 'nasgor', 'pake', 'much', 'syekali']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Ruby_Roblox45,Coba makaroni di celup pin teh anget,coba makaroni di celup pin teh anget,coba makaroni di celup pin teh anget,coba makaroni di celup pin teh anget,"['coba', 'makaroni', 'di', 'celup', 'pin', 'teh', 'anget']","['coba', 'makaroni', 'celup', 'pin', 'teh', 'anget']","['coba', 'makaroni', 'celup', 'pin', 'teh', 'anget']","['coba', 'makaroni', 'celup', 'pin', 'teh', 'anget']","['coba', 'makaroni', 'celup', 'pin', 'teh', 'anget']","['coba', 'makaroni', 'celup', 'anget']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@farhanaharrazh7628,mauuu,mauuu,mauuu,mauuu,['mauuu'],['mauuu'],['mauuu'],['mau'],['mau'],[]
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@pweettygurll,chitato + nasi selalu aku makan klo laper malem' 😁,chitato + nasi selalu aku makan klo laper malem' 😁,chitato + nasi selalu aku makan klo laper malem' 😁,chitato + nasi selalu aku makan kalau laper malem' 😁,"['chitato', 'nasi', 'selalu', 'aku', 'makan', 'kalau', 'laper', 'malem']","['chitato', 'nasi', 'makan', 'laper', 'malem']","['chitato', 'nasi', 'makan', 'laper', 'malem']","['chitato', 'nasi', 'makan', 'laper', 'malem']","['chitato', 'nasi', 'makan', 'laper', 'malem']","['chitato', 'nasi', 'makan', 'laper', 'malem']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@ILaa_officialCh,cilok + nasi coba ka,cilok + nasi coba ka,cilok + nasi coba ka,cilok + nasi coba ka,"['cilok', 'nasi', 'coba', 'ka']","['cilok', 'nasi', 'coba', 'ka']","['cilok', 'nasi', 'coba', 'ka']","['cilok', 'nasi', 'coba', 'ka']","['cilok', 'nasi', 'coba', 'ka']","['cilok', 'nasi', 'coba']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@amalitasofiasalsabila5414,Gue sih mending makan es krim ditambah roti.,gue sih mending makan es krim ditambah roti.,gue sih mending makan es krim ditambah roti.,saya nan mending makan es krim ditambah roti.,"['saya', 'nan', 'mending', 'makan', 'es', 'krim', 'ditambah', 'roti']","['nan', 'mending', 'makan', 'es', 'krim', 'ditambah', 'roti']","['nan', 'mending', 'makan', 'es', 'krim', 'tambah', 'roti']","['nan', 'mending', 'makan', 'es', 'krim', 'tambah', 'roti']","['nan', 'mending', 'makan', 'es', 'krim', 'tambah', 'roti']","['mending', 'makan', 'krim', 'tambah', 'roti']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@WiBowo-i3m,Kedele + saus sosis,kedele + saus sosis,kedele + saus sosis,kedele + saus sosis,"['kedele', 'saus', 'sosis']","['kedele', 'saus', 'sosis']","['kedele', 'saus', 'sosis']","['kedele', 'saus', 'sosis']","['kedele', 'saus', 'sosis']","['kedele', 'saus', 'sosis']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@AnisaPutri-u7n,Es krim sama roti bis kut habis itu rumput laut sama telor semoga di baca 😊,es krim sama roti bis kut habis itu rumput laut sama telor semoga di baca 😊,es krim sama roti bis kut habis itu rumput laut sama telor semoga di baca 😊,es krim sama roti bis kut habis itu rumput laut sama telor semoga di baca 😊,"['es', 'krim', 'sama', 'roti', 'bis', 'kut', 'habis', 'itu', 'rumput', 'laut', 'sama', 'telor', 'semoga', 'di', 'baca']","['es', 'krim', 'roti', 'bis', 'kut', 'habis', 'rumput', 'laut', 'telor', 'semoga', 'baca']","['es', 'krim', 'roti', 'bis', 'kut', 'habis', 'rumput', 'laut', 'telor', 'moga', 'baca']","['es', 'krim', 'roti', 'bis', 'kut', 'habis', 'rumput', 'laut', 'telor', 'moga', 'baca']","['es', 'krim', 'roti', 'bis', 'kut', 'habis', 'rumput', 'laut', 'telor', 'moga', 'baca']","['krim', 'roti', 'habis', 'rumput', 'laut', 'telor', 'moga', 'baca']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@LintangCahyaning-k1m,Ka mie soto campur lada uenak kak🙌🏻👌🏻,ka mie soto campur lada uenak kak🙌🏻👌🏻,ka mie soto campur lada uenak kak🙌🏻👌🏻,ka mie soto campur lada uenak kak🙌🏻👌🏻,"['ka', 'mie', 'soto', 'campur', 'lada', 'uenak', 'kak']","['ka', 'mie', 'soto', 'campur', 'lada', 'uenak', 'kak']","['ka', 'mie', 'soto', 'campur', 'lada', 'uenak', 'kak']","['ka', 'mie', 'soto', 'campur', 'lada', 'uenak', 'kak']","['ka', 'mie', 'soto', 'campur', 'lada', 'uenak', 'kak']","['soto', 'campur', 'lada', 'uenak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@auraaura7489,udah dari kecil suka banget makan chitato sama nasi se enak itu pls😭😭,udah dari kecil suka banget makan chitato sama nasi se enak itu pls😭😭,udah dari kecil suka banget makan chitato sama nasi se enak itu pls😭😭,sudah dari kecil suka banget makan chitato sama nasi se enak itu pls😭😭,"['sudah', 'dari', 'kecil', 'suka', 'banget', 'makan', 'chitato', 'sama', 'nasi', 'se', 'enak', 'itu', 'pls']","['suka', 'banget', 'makan', 'chitato', 'nasi', 'enak', 'pls']","['suka', 'banget', 'makan', 'chitato', 'nasi', 'enak', 'pls']","['suka', 'banget', 'makan', 'chitato', 'nasi', 'enak', 'pls']","['suka', 'banget', 'makan', 'chitato', 'nasi', 'enak', 'pls']","['suka', 'banget', 'makan', 'chitato', 'nasi', 'enak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@thelittleshepyandik3833,Kak aku pernah chitato di kremes trs kasi nasi,kak aku pernah chitato di kremes trs kasi nasi,kak aku pernah chitato di kremes trs kasi nasi,kak aku pernah chitato di kremes terus kasi nasi,"['kak', 'aku', 'pernah', 'chitato', 'di', 'kremes', 'terus', 'kasi', 'nasi']","['kak', 'chitato', 'kremes', 'kasi', 'nasi']","['kak', 'chitato', 'kremes', 'kasi', 'nasi']","['kak', 'chitato', 'kremes', 'kasi', 'nasi']","['kak', 'chitato', 'kremes', 'kasi', 'nasi']","['chitato', 'kremes', 'kasi', 'nasi']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@cecilia_cheung-tv4iq.,Nsi chitato sebelum ada hack udh gue lakuin klo demam cuma mau mkn itu,nsi chitato sebelum ada hack udh gue lakuin klo demam cuma mau mkn itu,nsi chitato sebelum ada hack udh gue lakuin klo demam cuma mau mkn itu,nsi chitato sebelum ada hack sudah saya lakuin kalau demam cuma mau mkn itu,"['nsi', 'chitato', 'sebelum', 'ada', 'hack', 'sudah', 'saya', 'lakuin', 'kalau', 'demam', 'cuma', 'mau', 'mkn', 'itu']","['nsi', 'chitato', 'hack', 'lakuin', 'demam', 'mkn']","['nsi', 'chitato', 'hack', 'lakuin', 'demam', 'mkn']","['nsi', 'chitato', 'hack', 'lakuin', 'demam', 'mkn']","['nsi', 'chitato', 'hack', 'lakuin', 'demam', 'mkn']","['chitato', 'hack', 'lakuin', 'demam']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Shann-o1q,Cobain nasi goreng tambah roti kak,cobain nasi goreng tambah roti kak,cobain nasi goreng tambah roti kak,cobain nasi goreng tambah roti kak,"['cobain', 'nasi', 'goreng', 'tambah', 'roti', 'kak']","['cobain', 'nasi', 'goreng', 'roti', 'kak']","['cobain', 'nasi', 'goreng', 'roti', 'kak']","['cobain', 'nasi', 'goreng', 'roti', 'kak']","['cobain', 'nasi', 'goreng', 'roti', 'kak']","['cobain', 'nasi', 'goreng', 'roti']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@syagitariayanti9261,nasi padang+mie ayam kakakkakaka,nasi padang+mie ayam kakakkakaka,nasi padang+mie ayam kakakkakaka,nasi padang+mie ayam kakakkakaka,"['nasi', 'padang', 'mie', 'ayam', 'kakakkakaka']","['nasi', 'padang', 'mie', 'ayam', 'kakakkakaka']","['nasi', 'padang', 'mie', 'ayam', 'kakakkakaka']","['nasi', 'padang', 'mie', 'ayam', 'kakakakaka']","['nasi', 'padang', 'mie', 'ayam', 'kakakakaka']","['nasi', 'padang', 'ayam', 'kakakakaka']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@sayalint5155,Bubur pake mie yang dihancurin gitu kayaknya enak,bubur pake mie yang dihancurin gitu kayaknya enak,bubur pake mie yang dihancurin gitu kayaknya enak,bubur pake mie yang dihancurin begitu kayaknya enak,"['bubur', 'pake', 'mie', 'yang', 'dihancurin', 'begitu', 'kayaknya', 'enak']","['bubur', 'pake', 'mie', 'dihancurin', 'kayaknya', 'enak']","['bubur', 'pake', 'mie', 'dihancurin', 'kayak', 'enak']","['bubur', 'pake', 'mie', 'dihancurin', 'kayak', 'enak']","['bubur', 'pake', 'mie', 'dihancurin', 'kayak', 'enak']","['bubur', 'pake', 'dihancurin', 'kayak', 'enak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Justinkartiko-g5j,"M4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, H0K1 langsung ajak","m4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 langsung ajak","m4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 langsung ajak","m4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 langsung ajak","['m4in', 'di', 'h0k1', 'langsung', 'ajak']","['m4in', 'h0k1', 'langsung', 'ajak']","['m4in', 'h0k1', 'langsung', 'ajak']","['m4in', 'h0k1', 'langsung', 'ajak']","['m4in', 'h0k1', 'langsung', 'ajak']","['m4in', 'h0k1', 'langsung', 'ajak']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@jurjevicAgrawal-r3e,"Gacor habis, 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮 memang juara","gacor habis, 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮 memang juara","gacor habis, 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮 memang juara","gacor habis, 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮 memang juara","['gacor', 'habis', 'memang', 'juara']","['gacor', 'habis', 'juara']","['gacor', 'habis', 'juara']","['gacor', 'habis', 'juara']","['gacor', 'habis', 'juara']","['gacor', 'habis', 'juara']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@JvanceCtee-c4x,"Di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, H0K1 besar terus datang, yang lain masih berusaha muter-muter nggak jelas 😂","di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 besar terus datang, yang lain masih berusaha muter-muter nggak jelas 😂","di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 besar terus datang, yang lain masih berusaha muter-muter nggak jelas 😂","di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 besar terus datang, yang lain masih berusaha muter-muter tidak jelas 😂","['di', 'h0k1', 'besar', 'terus', 'datang', 'yang', 'lain', 'masih', 'berusaha', 'muter', 'muter', 'tidak', 'jelas']","['h0k1', 'berusaha', 'muter', 'muter']","['h0k1', 'usaha', 'muter', 'muter']","['h0k1', 'usaha', 'muter', 'muter']","['h0k1', 'usaha', 'muter', 'muter']","['h0k1', 'usaha', 'muter', 'muter']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Jvalleswanwong-u2k,"M4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, J4ckP0t terus datang 💰, H0K1 besar terus ngalir, menang besar","m4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t terus datang 💰, h0k1 besar terus ngalir, menang besar","m4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t terus datang 💰, h0k1 besar terus ngalir, menang besar","m4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t terus datang 💰, h0k1 besar terus ngalir, menang besar","['m4in', 'terus', 'di', 'j4ckp0t', 'terus', 'datang', 'h0k1', 'besar', 'terus', 'ngalir', 'menang', 'besar']","['m4in', 'j4ckp0t', 'h0k1', 'ngalir', 'menang']","['m4in', 'j4ckp0t', 'h0k1', 'ngalir', 'menang']","['m4in', 'j4ckp0t', 'h0k1', 'ngalir', 'menang']","['m4in', 'j4ckp0t', 'h0k1', 'ngalir', 'menang']","['m4in', 'j4ckp0t', 'h0k1', 'ngalir', 'menang']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@JwesselsTucker-m2w,Mau menang G3d3? M4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮,mau menang g3d3? m4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮,mau menang g3d3? m4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮,mau menang g3d3? m4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮,"['mau', 'menang', 'g3d3', 'm4in']","['menang', 'g3d3', 'm4in']","['menang', 'g3d3', 'm4in']","['menang', 'g3d3', 'm4in']","['menang', 'g3d3', 'm4in']","['menang', 'g3d3', 'm4in']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@JwetzelLone-d3u,"Keberuntungan datang terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, J4ckP0t besar, H0K1 lancar, makin seru M4innya","keberuntungan datang terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t besar, h0k1 lancar, makin seru m4innya","keberuntungan datang terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t besar, h0k1 lancar, makin seru m4innya","keberuntungan datang terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t besar, h0k1 lancar, makin seru m4innya","['keberuntungan', 'datang', 'terus', 'di', 'j4ckp0t', 'besar', 'h0k1', 'lancar', 'makin', 'seru', 'm4innya']","['keberuntungan', 'j4ckp0t', 'h0k1', 'lancar', 'seru', 'm4innya']","['untung', 'j4ckp0t', 'h0k1', 'lancar', 'seru', 'm4innya']","['untung', 'j4ckp0t', 'h0k1', 'lancar', 'seru', 'm4inya']","['untung', 'j4ckp0t', 'h0k1', 'lancar', 'seru', 'm4inya']","['untung', 'j4ckp0t', 'h0k1', 'lancar', 'seru', 'm4inya']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@JwardenHzhao-t2v,"M4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, J4ckP0t datang terus 💰, H0K1 besar langsung turun, kemenangan makin nyata","m4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t datang terus 💰, h0k1 besar langsung turun, kemenangan makin nyata","m4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t datang terus 💰, h0k1 besar langsung turun, kemenangan makin nyata","m4in di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t datang terus 💰, h0k1 besar langsung turun, kemenangan makin nyata","['m4in', 'di', 'j4ckp0t', 'datang', 'terus', 'h0k1', 'besar', 'langsung', 'turun', 'kemenangan', 'makin', 'nyata']","['m4in', 'j4ckp0t', 'h0k1', 'langsung', 'turun', 'kemenangan', 'nyata']","['m4in', 'j4ckp0t', 'h0k1', 'langsung', 'turun', 'menang', 'nyata']","['m4in', 'j4ckp0t', 'h0k1', 'langsung', 'turun', 'menang', 'nyata']","['m4in', 'j4ckp0t', 'h0k1', 'langsung', 'turun', 'menang', 'nyata']","['m4in', 'j4ckp0t', 'h0k1', 'langsung', 'turun', 'menang', 'nyata']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@JwaltonModels-y5y,"M4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, J4ckP0t besar langsung datang","m4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t besar langsung datang","m4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t besar langsung datang","m4in terus di 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, j4ckp0t besar langsung datang","['m4in', 'terus', 'di', 'j4ckp0t', 'besar', 'langsung', 'datang']","['m4in', 'j4ckp0t', 'langsung']","['m4in', 'j4ckp0t', 'langsung']","['m4in', 'j4ckp0t', 'langsung']","['m4in', 'j4ckp0t', 'langsung']","['m4in', 'j4ckp0t', 'langsung']"
Mia Oktavia Chandra,COBAIN REKOMENDASI HACK MAKANAN DARI COMMENT TIKTOK,@Jwengervieira-v3h,"M4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, H0K1 terus","m4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 terus","m4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 terus","m4in 𝗰𝘂𝗰𝘂𝗸𝟮𝟭𝟮, h0k1 terus","['m4in', 'h0k1', 'terus']","['m4in', 'h0k1']","['m4in', 'h0k1']","['m4in', 'h0k1']","['m4in', 'h0k1']","['m4in', 'h0k1']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@a0.938,Benar.. Ayam goreng ketumbar g buat semua orang.. Aku juga g bisa bau ketumbar..,benar.. ayam goreng ketumbar g buat semua orang.. aku juga g bisa bau ketumbar..,benar.. ayam goreng ketumbar g buat semua orang.. aku juga g bisa bau ketumbar..,benar.. ayam goreng ketumbar g buat semua orang.. aku juga g bisa bau ketumbar..,"['benar', 'ayam', 'goreng', 'ketumbar', 'g', 'buat', 'semua', 'orang', 'aku', 'juga', 'g', 'bisa', 'bau', 'ketumbar']","['ayam', 'goreng', 'ketumbar', 'g', 'orang', 'g', 'bau', 'ketumbar']","['ayam', 'goreng', 'ketumbar', 'g', 'orang', 'g', 'bau', 'ketumbar']","['ayam', 'goreng', 'ketumbar', 'g', 'orang', 'g', 'bau', 'ketumbar']","['ayam', 'goreng', 'ketumbar', 'g', 'orang', 'g', 'bau', 'ketumbar']","['ayam', 'goreng', 'ketumbar', 'orang', 'ketumbar']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@Xhiojue,Apasih ini yg komen judol? Pantes aja miskin,apasih ini yg komen judol? pantes aja miskin,apasih ini yg komen judol? pantes aja miskin,apasih ini yang komen judol? pantes saja miskin,"['apasih', 'ini', 'yang', 'komen', 'judol', 'pantes', 'saja', 'miskin']","['apasih', 'komen', 'judol', 'pantes', 'miskin']","['apasih', 'komen', 'judol', 'pantes', 'miskin']","['apasih', 'komen', 'judol', 'pantes', 'miskin']","['apasih', 'komen', 'judol', 'pantes', 'miskin']","['apasih', 'komen', 'judol', 'pantes', 'miskin']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@reysaaanggiaputrii8186,kk sumpah seleraaa kk sm bgt ky ak 😭❤❤,kk sumpah seleraaa kk sm bgt ky ak 😭❤❤,kk sumpah seleraaa kk sm bgt ky ak 😭❤❤,kk sumpah seleraaa kk sama banget seperti ak 😭❤❤,"['kk', 'sumpah', 'seleraaa', 'kk', 'sama', 'banget', 'seperti', 'ak']","['kk', 'sumpah', 'seleraaa', 'kk', 'banget', 'ak']","['kk', 'sumpah', 'seleraaa', 'kk', 'banget', 'ak']","['k', 'sumpah', 'selera', 'k', 'banget', 'ak']","['k', 'sumpah', 'selera', 'k', 'banget', 'ak']","['sumpah', 'selera', 'banget']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@ree.j,"Dia kalo jd influencer korea kemungkinan kena cancel culture deh.. nyetir mobil ga pake sabuk, mana sambil makan","dia kalo jd influencer korea kemungkinan kena cancel culture deh.. nyetir mobil ga pake sabuk, mana sambil makan","dia kalo jd influencer korea kemungkinan kena cancel culture deh.. nyetir mobil ga pake sabuk, mana sambil makan","dia kalau jadi influencer korea kemungkinan kena cancel culture deh.. nyetir mobil tidak pake sabuk, mana sambil makan","['dia', 'kalau', 'jadi', 'influencer', 'korea', 'kemungkinan', 'kena', 'cancel', 'culture', 'deh', 'nyetir', 'mobil', 'tidak', 'pake', 'sabuk', 'mana', 'sambil', 'makan']","['influencer', 'korea', 'kena', 'cancel', 'culture', 'deh', 'nyetir', 'mobil', 'pake', 'sabuk', 'makan']","['influencer', 'korea', 'kena', 'cancel', 'culture', 'deh', 'nyetir', 'mobil', 'pake', 'sabuk', 'makan']","['influencer', 'korea', 'kena', 'cancel', 'culture', 'deh', 'nyetir', 'mobil', 'pake', 'sabuk', 'makan']","['influencer', 'korea', 'kena', 'cancel', 'culture', 'deh', 'nyetir', 'mobil', 'pake', 'sabuk', 'makan']","['influencer', 'korea', 'kena', 'cancel', 'culture', 'nyetir', 'mobil', 'pake', 'sabuk', 'makan']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@Ningningsih.ELFZEN,BAJUNYA CAKEEEPPPP,bajunya cakeeepppp,bajunya cakeeepppp,bajunya cakeeepppp,"['bajunya', 'cakeeepppp']","['bajunya', 'cakeeepppp']","['baju', 'cakeeepppp']","['baju', 'cakep']","['baju', 'cakep']","['baju', 'cakep']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@amellowanda7267,Ayam goreng mak dura by hangry enak bgttt kak 😍,ayam goreng mak dura by hangry enak bgttt kak 😍,ayam goreng mak dura by hangry enak bgttt kak 😍,ayam goreng mak dura by hangry enak bgttt kak 😍,"['ayam', 'goreng', 'mak', 'dura', 'by', 'hangry', 'enak', 'bgttt', 'kak']","['ayam', 'goreng', 'mak', 'dura', 'by', 'hangry', 'enak', 'bgttt', 'kak']","['ayam', 'goreng', 'mak', 'dura', 'by', 'hangry', 'enak', 'bgttt', 'kak']","['ayam', 'goreng', 'mak', 'dura', 'by', 'hangry', 'enak', 'bgt', 'kak']","['ayam', 'goreng', 'mak', 'dura', 'by', 'hangry', 'enak', 'bgt', 'kak']","['ayam', 'goreng', 'dura', 'hangry', 'enak']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@KiranaMuchtar,Telatttt 😢,telatttt 😢,telatttt 😢,telatttt 😢,['telatttt'],['telatttt'],['telatttt'],['telat'],['telat'],['telat']
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@AhmadFaridZahran,Wiii enak bgt tuh kak,wiii enak bgt tuh kak,wiii enak bgt tuh kak,wiii enak banget tuh kak,"['wiii', 'enak', 'banget', 'tuh', 'kak']","['wiii', 'enak', 'banget', 'tuh', 'kak']","['wiii', 'enak', 'banget', 'tuh', 'kak']","['wi', 'enak', 'banget', 'tuh', 'kak']","['wi', 'enak', 'banget', 'tuh', 'kak']","['enak', 'banget']"
Mia Oktavia Chandra,COBAIN MAKANAN VIRAL YANG BELUM PERNAH AKU COBAIN,@Kkia.here4u,kelimaa❤,kelimaa❤,kelimaa❤,kelimaa❤,['kelimaa'],['kelimaa'],['kelimaa'],['kelima'],['kelima'],['kelima']
